Marital_status,Course,Previous_qualification,Previous_qualification_grade,Mothers_qualification,Fathers_qualification,Mothers_occupation,Fathers_occupation,Admission_grade,Displaced,Educational_special_needs,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,International,Curricular_units_1st_sem_credited,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_credited,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Unemployment_rate,Inflation_rate,GDP,Status
-0.29482874863473196,-4.209520168460512,-0.3502304870527489,122.0,-0.03601818304912759,-0.6697781239812184,-0.22566098344577668,-0.08045561426579004,127.3,0.9075119316119963,-0.10799293622248544,-0.35816700172149124,Paid,Male,No,-0.4303628237699172,-0.15968211351302047,-0.30081305824983723,-2.5285596421889753,-1.9860682178113243,-1.5212573894487618,0.0,-0.19927303148411477,-0.2824423108896146,-2.8383365740470685,-2.0426298922341317,-1.471526880526303,0.0,-0.199440991148615,10.8,1.4,1.74,Graduate
-0.29482874863473196,0.19258032243557605,-0.3502304870527489,160.0,-1.1897591132857017,-1.2564270259222672,-0.3013747744104057,-0.3179835672266544,142.5,0.9075119316119963,-0.10799293622248544,-0.35816700172149124,Not yet,Male,No,-0.562167955812708,-0.15968211351302047,-0.30081305824983723,-0.109105147316254,-0.5501920153441094,0.4180498886958897,14.0,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,-0.522682374307949,0.518903690034754,13.666666666666666,-0.199440991148615,13.9,-0.3,0.79,Enrolled
-0.29482874863473196,0.10340422529532721,-0.3502304870527489,122.0,1.1177227471874465,0.9598021591883613,-0.07423340151651862,-0.08045561426579004,124.8,0.9075119316119963,-0.10799293622248544,-0.35816700172149124,Not yet,Male,No,-0.562167955812708,-0.15968211351302047,-0.30081305824983723,-0.109105147316254,-1.9860682178113243,-1.5212573894487618,0.0,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,-2.0426298922341317,-1.471526880526303,0.0,-0.199440991148615,10.8,1.4,1.74,Graduate
-0.29482874863473196,0.44411507469529965,-0.3502304870527489,122.0,1.181819465533923,0.9598021591883613,-0.22566098344577668,-0.3179835672266544,119.6,0.9075119316119963,-0.10799293622248544,-0.35816700172149124,Paid,Female,No,-0.4303628237699172,-0.15968211351302047,-0.30081305824983723,-0.109105147316254,-0.07156661452170444,0.4180498886958897,13.428571428571429,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,0.4906159709761728,0.1871652616079112,12.4,-0.199440991148615,9.4,-0.8,-3.12,Enrolled
1.3562122437197668,-0.40838902785740516,-0.3502304870527489,100.0,1.1177227471874465,1.0249853705151446,-0.07423340151651862,-0.08045561426579004,141.5,-1.101913886932284,-0.10799293622248544,-0.35816700172149124,Paid,Female,No,2.8647654772998528,-0.15968211351302047,-0.30081305824983723,-0.109105147316254,0.16774608588949805,0.09483200900511447,12.333333333333334,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,-0.522682374307949,0.518903690034754,13.0,-0.199440991148615,13.9,-0.3,0.79,Enrolled
1.3562122437197668,0.5497693636984206,1.411808566838109,133.1,1.1177227471874465,0.9598021591883613,-0.07423340151651862,-0.15963159858607814,114.8,-1.101913886932284,-0.10799293622248544,2.791993665506893,Paid,Male,No,3.5237911375138067,-0.15968211351302047,-0.30081305824983723,-0.5123475631283743,0.4070587863007005,0.09483200900511447,11.857142857142858,-0.19927303148411477,-0.2824423108896146,-0.5611610991668988,2.263888075223386,0.1871652616079112,11.5,6.434596188110578,16.2,0.3,-0.92,Enrolled
-0.29482874863473196,0.31180488709047394,-0.3502304870527489,142.0,-0.03601818304912759,1.0249853705151446,-0.14994719248114766,-0.04086762210564599,128.4,0.9075119316119963,-0.10799293622248544,-0.35816700172149124,Paid,Female,Yes,-0.6939730878554988,-0.15968211351302047,-0.30081305824983723,0.2941372684958662,0.16774608588949805,0.741267768386665,13.3,-0.19927303148411477,-0.2824423108896146,0.8051441857612031,-0.016033201665888088,1.1823805468884399,14.345,-0.199440991148615,15.5,2.8,-4.06,Enrolled
-0.29482874863473196,0.19258032243557605,-0.3502304870527489,119.0,1.1177227471874465,0.9598021591883613,-0.07423340151651862,-0.08045561426579004,113.1,0.9075119316119963,-0.10799293622248544,-0.35816700172149124,Not yet,Male,No,-0.16675255968433558,-0.15968211351302047,-0.30081305824983723,-0.5123475631283743,-0.7895047157553119,-1.5212573894487618,0.0,-0.19927303148411477,-0.2824423108896146,-0.5611610991668988,-0.7760069606289794,-1.471526880526303,0.0,-0.199440991148615,15.5,2.8,-4.06,Graduate
-0.29482874863473196,0.1848258792059892,-0.3502304870527489,137.0,-1.1897591132857017,-1.3867934485758335,-0.07423340151651862,-0.08045561426579004,129.3,-1.101913886932284,-0.10799293622248544,-0.35816700172149124,Paid,Female,Yes,-0.2985576917271264,6.262442160865185,-0.30081305824983723,-0.109105147316254,-0.07156661452170444,0.4180498886958897,13.875,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,-0.2693577879869185,0.518903690034754,14.142857142857142,-0.199440991148615,16.2,0.3,-0.92,Enrolled
-0.29482874863473196,0.1848258792059892,-0.3502304870527489,138.0,-1.1897591132857017,-0.21349564469373608,-0.2635178789280912,-0.15963159858607814,123.0,0.9075119316119963,-0.10799293622248544,2.791993665506893,Not yet,Female,No,-0.6939730878554988,-0.15968211351302047,-0.30081305824983723,-0.109105147316254,0.16774608588949805,0.09483200900511447,11.4,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,1.5039143162602946,-0.8080500236726174,13.5,-0.199440991148615,8.9,1.4,3.51,Graduate
-0.29482874863473196,0.39419584640483424,-0.3502304870527489,139.0,1.181819465533923,-0.21349564469373608,-0.22566098344577668,-0.15963159858607814,130.6,0.9075119316119963,-0.10799293622248544,-0.35816700172149124,Paid,Female,No,-0.6939730878554988,-0.15968211351302047,-0.30081305824983723,-0.109105147316254,-0.5501920153441094,0.4180498886958897,12.333333333333334,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,-0.2693577879869185,0.1871652616079112,14.2,-0.199440991148615,13.9,-0.3,0.79,Enrolled
-0.29482874863473196,0.31180488709047394,-0.3502304870527489,136.0,-0.03601818304912759,1.0249853705151446,-0.07423340151651862,-0.08045561426579004,119.3,0.9075119316119963,-0.10799293622248544,-0.35816700172149124,Paid,Female,Yes,-0.6939730878554988,-0.15968211351302047,-0.30081305824983723,0.6973796843079865,-0.07156661452170444,0.741267768386665,13.214285714285714,-0.19927303148411477,-0.2824423108896146,0.8051441857612031,-0.016033201665888088,0.8506421184615969,13.214285714285714,-0.199440991148615,12.7,3.7,-1.7,Enrolled
-0.29482874863473196,0.4828872908432339,-0.3502304870527489,133.0,-0.03601818304912759,0.9598021591883613,-0.2635178789280912,-0.08045561426579004,130.2,0.9075119316119963,-0.10799293622248544,-0.35816700172149124,Paid,Female,No,-0.562167955812708,-0.15968211351302047,-0.30081305824983723,-0.109105147316254,-0.5501920153441094,-1.5212573894487618,0.0,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,-2.0426298922341317,-1.471526880526303,0.0,-0.199440991148615,12.7,3.7,-1.7,Graduate
-0.29482874863473196,0.19258032243557605,3.6633029134764277,110.0,-1.1897591132857017,-1.3867934485758335,-0.2635178789280912,-0.15963159858607814,111.8,0.9075119316119963,-0.10799293622248544,-0.35816700172149124,Paid,Female,Yes,-0.2985576917271264,-0.15968211351302047,-0.30081305824983723,-0.109105147316254,-0.31087931493290694,0.4180498886958897,10.571428571428571,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,-0.016033201665888088,0.1871652616079112,11.0,-0.199440991148615,8.9,1.4,3.51,Enrolled
-0.29482874863473196,0.1106740158230649,-0.3502304870527489,149.0,1.181819465533923,0.9598021591883613,-0.22566098344577668,-0.23880758290636625,137.1,0.9075119316119963,-0.10799293622248544,-0.35816700172149124,Paid,Female,Yes,-0.6939730878554988,-0.15968211351302047,-0.30081305824983723,-0.5123475631283743,-0.31087931493290694,-0.22838587068566077,13.25,-0.19927303148411477,-0.2824423108896146,-0.5611610991668988,-0.7760069606289794,0.1871652616079112,12.0,-0.199440991148615,10.8,1.4,1.74,Enrolled
-0.29482874863473196,0.44411507469529965,-0.3502304870527489,127.0,-0.03601818304912759,0.9598021591883613,-0.07423340151651862,-0.3179835672266544,120.7,0.9075119316119963,-0.10799293622248544,-0.35816700172149124,Paid,Female,No,-0.4303628237699172,-0.15968211351302047,-0.30081305824983723,-0.109105147316254,-0.5501920153441094,0.09483200900511447,13.2,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,-0.2693577879869185,-1.471526880526303,0.0,-0.199440991148615,15.5,2.8,-4.06,Graduate
-0.29482874863473196,0.1848258792059892,-0.3502304870527489,137.0,-0.03601818304912759,1.0249853705151446,-0.22566098344577668,-0.12004360642593409,137.4,0.9075119316119963,-0.10799293622248544,-0.35816700172149124,Paid,Female,No,-0.6939730878554988,-0.15968211351302047,-0.30081305824983723,-0.109105147316254,0.4070587863007005,-1.1980395097579866,12.0,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,1.5039143162602946,-0.8080500236726174,11.0,-0.199440991148615,10.8,1.4,1.74,Dropout
-0.29482874863473196,0.31180488709047394,-0.3502304870527489,135.0,-0.03601818304912759,-1.3867934485758335,-0.22566098344577668,-0.2783955750665103,127.3,0.9075119316119963,-0.10799293622248544,-0.35816700172149124,Paid,Female,No,-0.6939730878554988,-0.15968211351302047,-0.30081305824983723,0.2941372684958662,-0.07156661452170444,0.741267768386665,13.30625,-0.19927303148411477,-0.2824423108896146,0.8051441857612031,-0.016033201665888088,1.1823805468884399,14.545,-0.199440991148615,15.5,2.8,-4.06,Enrolled
-0.29482874863473196,0.1324833874062779,-0.3502304870527489,137.0,-1.061565676592749,-0.21349564469373608,-0.3013747744104057,-0.23880758290636625,136.3,0.9075119316119963,-0.10799293622248544,-0.35816700172149124,Paid,Female,No,-0.4303628237699172,-0.15968211351302047,-0.30081305824983723,-0.5123475631283743,-0.07156661452170444,-0.22838587068566077,12.5,1.248319565044167,-0.2824423108896146,-0.5611610991668988,-0.016033201665888088,-0.14457316681893165,12.25,2.4541738805550626,10.8,1.4,1.74,Enrolled
-0.29482874863473196,0.4828872908432339,-0.3502304870527489,140.0,-0.03601818304912759,-0.21349564469373608,-0.14994719248114766,-0.15963159858607814,124.6,0.9075119316119963,-0.10799293622248544,-0.35816700172149124,Paid,Female,No,-0.6939730878554988,-0.15968211351302047,-0.30081305824983723,0.2941372684958662,-0.31087931493290694,0.4180498886958897,11.666666666666666,-0.19927303148411477,-0.2824423108896146,0.3497090907851691,-0.016033201665888088,0.518903690034754,13.5,-0.199440991148615,16.2,0.3,-0.92,Dropout
-0.29482874863473196,-4.209520168460512,-0.3502304870527489,122.0,-1.1897591132857017,-1.3867934485758335,-0.07423340151651862,-0.12004360642593409,120.3,-1.101913886932284,-0.10799293622248544,-0.35816700172149124,Paid,Female,Yes,-0.2985576917271264,-0.15968211351302047,-0.30081305824983723,-2.5285596421889753,-1.9860682178113243,-1.5212573894487618,0.0,-0.19927303148411477,-0.2824423108896146,-2.8383365740470685,-2.0426298922341317,-1.471526880526303,0.0,-0.199440991148615,11.1,0.6,2.02,Enrolled
-0.29482874863473196,0.3389454383940279,-0.3502304870527489,127.0,-1.1897591132857017,1.0249853705151446,-0.2635178789280912,-0.15963159858607814,121.8,0.9075119316119963,-0.10799293622248544,-0.35816700172149124,Paid,Female,No,-0.4303628237699172,-0.15968211351302047,-0.30081305824983723,0.2941372684958662,1.3643095879455105,0.741267768386665,11.4375,-0.19927303148411477,-0.2824423108896146,0.8051441857612031,0.23729138465514235,1.1823805468884399,11.425,-0.199440991148615,12.7,3.7,-1.7,Dropout
-0.29482874863473196,0.31180488709047394,-0.3502304870527489,142.0,-0.03601818304912759,-0.21349564469373608,-0.3770885653750347,-0.3971595515469425,125.5,0.9075119316119963,-0.10799293622248544,-0.35816700172149124,Paid,Female,No,-0.6939730878554988,-0.15968211351302047,-0.30081305824983723,0.6973796843079865,0.8856841871231055,0.741267768386665,12.857142857142858,-0.19927303148411477,-0.2824423108896146,0.8051441857612031,0.9972651436182337,0.8506421184615969,12.857142857142858,-0.199440991148615,12.7,3.7,-1.7,Enrolled
-0.29482874863473196,0.39419584640483424,-0.3502304870527489,125.0,-1.1897591132857017,1.0249853705151446,-0.2635178789280912,-0.15963159858607814,114.9,0.9075119316119963,-0.10799293622248544,-0.35816700172149124,Paid,Female,Yes,-0.562167955812708,-0.15968211351302047,-0.30081305824983723,-0.109105147316254,-0.07156661452170444,0.4180498886958897,13.375,-0.19927303148411477,-0.2824423108896146,-0.10572600419086485,-0.2693577879869185,0.518903690034754,12.285714285714286,-0.199440991148615,11.1,0.6,2.02,Enrolled
-0.29482874863473196,0.31180488709047394,-0.3502304870527489,126.0,-0.03601818304912759,-0.21349564469373608,-0.3013747744104057,-0.15963159858607814,123.9,-1.101913886932284,-0.10799293622248544,-0.35816700172149124,Paid,Female,No,-0.562167955812708,-0.15968211351302047,-0.30081305824983723,0.2941372684958662,-0.07156661452170444,0.4180498886958897,13.296666666666669,-0.19927303148411477,-0.2824423108896146,0.8051441857612031,0.23729138465514235,0.8506421184615969,14.114285714285714,-0.199440991148615,11.1,0.6,2.02,Enrolled
